"STUDY_ID","REVIEWERS","INCLUDE","X.1","X","Key","Item.Type","Publication.Year","Author","Title","Publication.Title","ISBN","ISSN","DOI","Url","Abstract.Note","Date","Date.Added","Date.Modified","Access.Date","Pages","Num.Pages","Issue","Volume","Number.Of.Volumes","Journal.Abbreviation","Short.Title","Series","Series.Number","Series.Text","Series.Title","Publisher","Place","Language","Rights","Type","Archive","Archive.Location","Library.Catalog","Call.Number","Extra","Notes","File.Attachments","Link.Attachments","Manual.Tags","Automatic.Tags","Editor","Series.Editor","Translator","Contributor","Attorney.Agent","Book.Author","Cast.Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed.Author","Scriptwriter","Words.By","Guest","Number","Edition","Running.Time","Scale","Medium","Artwork.Size","Filing.Date","Application.Number","Assignee","Issuing.Authority","Country","Meeting.Name","Conference.Name","Court","References","Reporter","Legal.Status","Priority.Numbers","Programming.Language","Version","System","Code","Code.Number","Section","Session","Committee","History","Legislative.Body"
"80","joep","NO","795","799","VAV9YLQ3","journalArticle","2020","Woldai, Tsehaie","the status of earth observation (eo) & geo-information sciences in africa – trends and challenges","Geo-spatial Information Science",NA,"1009-5020","10.1080/10095020.2020.1730711","https://doi.org/10.1080/10095020.2020.1730711","over the last 20 years, africa has witnessed a slow but steady advancement in space-based technologies as they are increasingly recognized as an essential tool for decision-making that can leapfrog african development. a critical review on the outcome of a survey questionnaire focused on african private sector industries and universities, services and education/training in eo and geo-information sciences, combined with literature review, and personal contacts reveal optimism for success in four sectors. these include the public sector (government ministries and departments); academic institutions (universities/colleges/national or regional centers); and space agencies and private sector companies. these sectors are intertwined and fundamental for creating an enabling environment for solutions to a broad spectrum of pressing priorities: job creation, poverty alleviation, and sustainable resource management. the result shows that there is an uptake in the number of institutions and market segments created. to date, there are more than 90 academic institutions and over 53 national space agencies in 28 countries. within the 53 national space agencies, 11 african countries have already launched a total of 36 satellites into orbit, and additional five are expected by the first quarter of 2021; another five by 2025; thus, amounting to 46 satellites not foreseen ten years ago. in addition, there are now ten receiving and tracking stations in six african countries and 17 scientific national associations or societies with specialized expertise in geo-information technologies. the updated survey on the private sector in 2019 ascertained that around 4110 people are working in 130 of the 229 eo and geo-information science companies identified in africa. ongoing investigations reiterate that companies dealing with space-based datasets and geo-information sciences together with the private spin-off companies today absorb more than 15,000 people and the assumption is that this number is going to exceed 100,000 by the year 2025.","2020-01-02","2024-01-19 10:24:11","2024-01-19 10:24:11",NA,"107-123",NA,"1","23",NA,"Geo-spatial Information Science",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Publisher: Taylor & Francis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","joep","NO","597","601","8V3ZCQSJ","journalArticle","2023","Swanepoel, Sean; Scheckle, Tara Jane; Marlin, Danica","implementing land-based litter surveys through visual inspection of imagery using unmanned aerial vehicles","Environmental Challenges",NA,"2667-0100","10.1016/j.envc.2023.100753","https://www.sciencedirect.com/science/article/pii/S2667010023000768","understanding the location of dumping sites, or where littering occurs, is needed for effective and efficient waste management efforts. south africa experiences open indiscriminate dumping and faces a challenging social practice of littering. this pilot study used unmanned aerial vehicle imagery, aimed to monitor litter loads (illegal dumps and individual littered items) over a large land area (> 2 km2) to assess potential change in litter through time. two techniques, the percentage cover technique and the comparison technique, were used. the two techniques were trialed at five sites to quantify litter load and monitor change over time. overall, through the percentage cover technique, 13.5% of the study area was covered in litter in february 2020, and this decreased to 10.3% by july 2021. all five sites individually showed a decrease in litter loads, with significant differences between imagery sets (h(2) = 52.786, p < 0.001) and between surveyors (u = 15 567 399, n1=n2=5 211, p < 0.001 two-tailed). the comparison technique revealed that of the 10 422 blocks analysed in this study, litter coverage decreased in 10.3% and increased in 8.3%, of them. the study showed that the comparison technique is an easy and inexpensive method to monitor litter loads on large scales and could therefore be replicated across africa which has limited resources (financial and expertise).","2023-12-01","2024-01-19 10:23:43","2024-01-19 10:23:43",NA,"100753",NA,NA,"13",NA,"Environmental Challenges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dumping; Image inspection; Litter loads; Remote sensing; Unmanned aerial vehicle (UAV)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","joep","YES","507","511","BG8ZUVWT","journalArticle","2022","Moraga, J.; Duzgun, H.S.; Cavur, M.; Soydan, H.","the geothermal artificial intelligence for geothermal exploration","Renewable Energy",NA,"0960-1481","10.1016/j.renene.2022.04.113","https://www.sciencedirect.com/science/article/pii/S096014812200581X","exploration of geothermal resources involves analysis and management of a large number of uncertainties, which makes investment and operations decisions challenging. remote sensing (rs), machine learning (ml) and artificial intelligence (ai) have potential in managing the challenges of geothermal exploration. in this paper, we present a methodology that integrates rs, ml and ai to create an initial assessment of geothermal potential, by resorting to known indicators of geothermal areas namely mineral markers, surface temperature, faults and deformation. we demonstrated the implementation of the method in two sites (brady and desert peak geothermal sites) that are close to each other but have different characteristics (brady having clear surface manifestations and desert peak being a blind site). we processed various satellite images and geospatial data for mineral markers, temperature, faults and deformation and then implemented ml methods to obtain pattern of surface manifestation of geothermal sites. we developed an ai that uses patterns from surface manifestations to predict geothermal potential of each pixel. we tested the geothermal ai using independent data sets obtaining accuracy of 92–95%; also tested the geothermal ai trained on one site by executing it for the other site to predict the geothermal/non-geothermal delineation, the geothermal ai performed quite well in prediction with 72–76% accuracy.","2022-06-01","2024-01-19 10:23:40","2024-01-19 10:23:40",NA,"134-149",NA,NA,"192",NA,"Renewable Energy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Artificial intelligence; Automated labeling; Geophysics for exploration; Geothermal energy; Geothermal exploration; Machine learning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","joep","NO","213","217","QKBQRDQH","journalArticle","2023","Gebresenbet, Girma; Bosona, Techane; Patterson, David; Persson, Henrik; Fischer, Benjamin; Mandaluniz, Nerea; Chirici, Gherardo; Zacepins, Aleksejs; Komasilovs, Vitalijs; Pitulac, Tudor; Nasirahmadi, Abozar","a concept for application of integrated digital technologies to enhance future smart agricultural systems","Smart Agricultural Technology",NA,"2772-3755","10.1016/j.atech.2023.100255","https://www.sciencedirect.com/science/article/pii/S2772375523000850","future agricultural systems should increase productivity and sustainability of food production and supply. for this, integrated and efficient capture, management, sharing, and use of agricultural and environmental data from multiple sources is essential. however, there are challenges to understand and efficiently use different types of agricultural and environmental data from multiple sources, which differ in format and time interval. in this regard, the role of emerging technologies is considered to be significant for integrated data gathering, analyses and efficient use. in this study, a concept was developed to facilitate the full integration of digital technologies to enhance future smart and sustainable agricultural systems. the concept has been developed based on the results of a literature review and diverse experiences and expertise which enabled the identification of stat-of-the-art smart technologies, challenges and knowledge gaps. the features of the proposed solution include: data collection methodologies using smart digital tools; platforms for data handling and sharing; application of artificial intelligent for data integration and analysis; edge and cloud computing; application of blockchain, decision support system; and a governance and data security system. the study identified the potential positive implications i.e. the implementation of the concept could increase data value, farm productivity, effectiveness in monitoring of farm operations and decision making, and provide innovative farm business models. the concept could contribute to an overall increase in the competitiveness, sustainability, and resilience of the agricultural sector as well as digital transformation in agriculture and rural areas. this study also provided future research direction in relation to the proposed concept. the results will benefit researchers, practitioners, developers of smart tools, and policy makers supporting the transition to smarter and more sustainable agriculture systems.","2023-10-01","2024-01-19 10:23:22","2024-01-19 10:23:22",NA,"100255",NA,NA,"5",NA,"Smart Agricultural Technology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Agricultural data integration; Artificial Intelligence; Blockchain; Data governance; Decision support system; Internet of Things; Smart agriculture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","joep","maybe","882","886","S9JC8ETV","journalArticle","2023","Addas, A","machine learning techniques to map the impact of urban heat island: investigating the city of jeddah","LAND",NA,"2073-445X","10.3390/land12061159",NA,"over the last decades, most agricultural land has been converted into residential colonies to accommodate the rapid population expansion. population growth and urbanization result in negative consequences on the environment. such land has experienced various environmental issues due to rapid urbanization and population increases. such expansion in urbanization has a big impact on worsening the residences soon and in the long term, as the population is projected to increase more and more. one such issue is the urban heat island (uhi), which is computed based on land surface temperature (lst). the uhi effect has fundamental anthropogenic impacts on local areas, particularly in rapidly growing cities. this is due to the unplanned shifts in land use and land cover (lualc) at the local level, which results in climate condition variations. therefore, proper planning based on concrete information is the best policy in the long run to remedy these issues. in this study, we attempt to map out uhi phenomena using machine learning (ml) algorithms, including bagging and random subspace. the proposed research also fulfills the sustainable development goals (sdgs) requirement. we exploit the correlation and regression methods to understand the relationship between biophysical composition and the uhi effect. our findings indicate that in the megacity of jeddah, saudi arabia, from 2000 to 2021, the urban area enlarged by about 80%, while the uhi increased overall. impervious surfaces significantly impact the uhi effect, while vegetation and water bodies have negative implications for the uhi effect. more than 80% of the total parts in jeddah have been classified by extremely high uhi conditions, as determined by the bagging and random subspace models. in particular, the megacity's south, north, and central-east parts were categorized by very high uhi conditions. this research is not only expected to assist in understanding the spatial patterns of the uhi in jeddah, but to assist planners and policymakers in spatial planning. it will help to ensure sustainable urban management and improve life quality.","2023-06","2024-01-19 10:24:18","2024-01-19 10:24:18",NA,NA,NA,"6","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,"English","Abdulla-Al Kafy, 2021, APPL GEOMAT, V13, P793, DOI 10.1007/s12518-021-00390-3",NA,NA,"WOS:001014972500001",NA,NA,NA,NA,NA,NA,"AREA; CITIES; CLIMATE-CHANGE; CONFIGURATION; energy and building; GREEN; land surface temperature (LST); land use and land cover (LUALC); LAND-SURFACE TEMPERATURE; machine learning; PATTERN; RANDOM SUBSPACE METHOD; remote sensing; urban heat island effect; urbanization; URBANIZATION; USE/LAND COVER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","joep","maybe","267","271","AKLIP772","journalArticle","2021","Moradi, Ehsan; Abdolshahnejad, Mahsa; Borji Hassangavyar, Moslem; Ghoohestani, Ghasem; da Silva, Alexandre Marco; Khosravi, Hassan; Cerdà, Artemi","machine learning approach to predict susceptible growth regions of moringa peregrina (forssk)","Ecological Informatics",NA,"1574-9541","10.1016/j.ecoinf.2021.101267","https://www.sciencedirect.com/science/article/pii/S1574954121000583","moving towards sustainable products and services in regions with fragile ecosystems needs plant species such as moringa peregrina (forssk) that will contribute to the restoration of the land and the development of the societies. this tree species is known as a source of income for local people via preparing medicine, food, industrial oil, livestock feed, and an effective role in water and soil conservation. in recent years, the reduction of m. peregrina has damaged ecosystem services in south-eastern iran. according, the main objective of this study is to use new machine learning (ml) models include: support vector machine (svm), multivariate discriminant analysis (mda), random forest (rf), and classification and regression trees (cart) to predict the regions susceptible to m. peregrine recovery. south baluchistan in iran was selected as a study area due to its location in a represent amen region where sustainable environmental production is threatened by land degradation processes. the location of 83-plant mass of m. peregrina was recorded in field visits by a global positioning system (gps) device to recognize the relationship between them and thirteen meteorological, morphometric, and geological indicators. within the 83 selected sites, 70% of them were used for training and 30% used for ml models calibration to predict the susceptible growth regions of m. peregrina to determine the most important indicators affecting his presence and to determine the prediction accuracy for ml models, the jackknife test method and the area under the receiver operating characteristics curve (auc) were used, respectively. the results showed that rainfall was the key indicator that determines the success of the plant establishment. so that, it had the most value of the percentage of relative decrease (prd) as the following was 20.68, 30, 24.52, and 14 for the svm, mda, rf, and cart models, respectively. models validation showed that the rf model with an auc value of 0.882, is an efficient and reliable model to predict the regions susceptible to growth m. peregrina. it followed by the cart (0.849), mda (0.832), and svm (0.827). the final map of the rf method demonstrated that the area with a higher probability for growing m. peregrina is the wettest one. the results of this investigation are the potential map of m. peregrina growth that will contribute to the restoration of the land and will increase primary production, water, and soil protection, increase local people's income and achieve the sustainable development goals (sdgs).","2021-05-01","2024-01-19 10:23:27","2024-01-19 10:23:27",NA,"101267",NA,NA,"62",NA,"Ecological Informatics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Classification and regression trees; Multivariate discriminant analysis; Random forest; SDGs; Support vector machine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","joep","maybe","201","205","RTP9WRSC","journalArticle","2023","Arshad, Sana; Kazmi, Jamil Hasan; Prodhan, Foyez Ahmed; Mohammed, Safwan","exploring dynamic response of agrometeorological droughts towards winter wheat yield loss risk using machine learning approach at a regional scale in pakistan","Field Crops Research",NA,"0378-4290","10.1016/j.fcr.2023.109057","https://www.sciencedirect.com/science/article/pii/S0378429023002502","context crop yield is a major agriculture sector affected by climate change; especially agrometeorological droughts experienced by south asian countries in past decades. research objective the main goals of this research were to explore the spatiotemporal characteristics of seven agrometeorological drought indices at a regional scale in pakistan. secondly, to forecast the wheat yield loss risk (ylr) due to droughts under current and future climate scenarios by employing three machine learning (ml) methods; random forest (rf), gradient boosting machine (gbm), and generalized additive model (gam). method the relationship between detrended wheat yield and a combination of five remote sensing indices normalized difference water index (ndwi), vegetation condition index (vci), temperature condition index (tci), vegetation health index (vhi), and drought severity index (dsi)), and two meteorological drought indices (palmer’s drought severity index (pdsi), and standardized precipitation evapotranspiration index (spei)) was analyzed. mann-kendall trend (mk), sens’s slope, and sequential mann-kendall (sqmk) tests are applied to explore the trend and trend-changing years for all indices over the historical time of 20 years. the ylr and all indices were projected (2021–2050) from the baseline period (2001–2020) using prophet time series forecasting and cmip6 climatic models. ylr was forecasted on present and future projected time series by employing three non-linear ml regression models. results the output of the drought analysis revealed that the study area was hit by high to severe drought events in 2001–2004, 2006, 2008, 2010, 2012, and 2017. trend analysis revealed intersection years breaking the rising trend of drought indices. all drought indices are significantly correlated with meteorological wheat yield with a sequence of ndwi>dsi>vci>vhi>pdsi>spei>tci. future projections under high emission scenarios revealed a rise in ylr associated with frequent projected droughts from vhi, dsi, spei, and pdsi. ylr forecasting from agrometeorological indices is best predicted by random forest with the lowest rmse = 0.005314. ndwi (26%) and vci (19%) are found to be significant relative predictors associated with 51% high ylr in the baseline period and spei (20%) and ndwi (17%) as the most important relative predictors associated with 39% high ylr in future. conclusion the region is vulnerable to agrometeorological droughts with more susceptibility to less rain and high temperature affecting crop health and a high risk of yield loss in the future. implication the study provides a direction to stakeholders and policymakers to develop and adapt better strategies to mitigate and prevent drought-related yield loss risk in the future.","2023-10-15","2024-01-19 10:23:19","2024-01-19 10:23:19",NA,"109057",NA,NA,"302",NA,"Field Crops Research",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CMIP6; Drought; Projections; Random forest; Remote sensing; Wheat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","joep","maybe","518","522","QI6XFGWE","journalArticle","2018","Weber, Eric M.; Seaman, Vincent Y.; Stewart, Robert N.; Bird, Tomas J.; Tatem, Andrew J.; McKee, Jacob J.; Bhaduri, Budhendra L.; Moehl, Jessica J.; Reith, Andrew E.","census-independent population mapping in northern nigeria","Remote Sensing of Environment",NA,"0034-4257","10.1016/j.rse.2017.09.024","https://www.sciencedirect.com/science/article/pii/S0034425717304364","although remote sensing has long been used to aid in the estimation of population, it has usually been in the context of spatial disaggregation of national census data, with the census counts serving both as observational data for specifying models and as constraints on model outputs. here we present a framework for estimating populations from the bottom up, entirely independently of national census data, a critical need in areas without recent and reliable census data. to make observations of population density, we replace national census data with a microcensus, in which we enumerate population for a sample of small areas within the states of kano and kaduna in northern nigeria. using supervised texture-based classifiers with very high resolution satellite imagery, we produce a binary map of human settlement at 8-meter resolution across the two states and then a more refined classification consisting of 7 residential types and 1 non-residential type. using the residential types and a model linking them to the population density observations, we produce population estimates across the two states in a gridded raster format, at approximately 90-meter resolution. we also demonstrate a simulation framework for capturing uncertainty and presenting estimates as prediction intervals for any region of interest of any size and composition within the study region. used in concert with previously published demographic estimates, our population estimates allowed for predictions of the population under 5 in ten administrative wards that fit strongly with reference data collected during polio vaccination campaigns.","2018-01-01","2024-01-19 10:23:40","2024-01-19 10:23:40",NA,"786-798",NA,NA,"204",NA,"Remote Sensing of Environment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Demographics; Nigeria; Polio; Population; Settlement mapping",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","joep","NO","513","517","L272XCP9","journalArticle","2022","Hounkpatin, Kpade O.L.; Bossa, Aymar Y.; Yira, Yacouba; Igue, Mouïnou A.; Sinsin, Brice A.","assessment of the soil fertility status in benin (west africa) – digital soil mapping using machine learning","Geoderma Regional",NA,"2352-0094","10.1016/j.geodrs.2021.e00444","https://www.sciencedirect.com/science/article/pii/S2352009421000894","a soil fertility index map (sfim) can provide key information to decision-makers in regard to spatial planning in the context of sustainable land management. the establishment of such sfim requires basic soil properties that can be modelled for spatial mapping. the objective of this study was to take advantage of benin soil legacy data to produce a digital sfim at a national level based on 8 soil properties (soil organic matter, nitrogen, ph (water), exchangeable potassium, assimilable phosphorus, sum of bases, cation exchange capacity and base saturation). specific research aims were (1) to model and develop digital soil maps, (2) to identify the key covariates influencing soil nutrients, and (3) to build an sfim using digital maps of the soil properties. for each soil property, modelling procedures involved the use of different covariates, including soil type, topographic, bioclimatic and spectral data, along with the comparative assessment of the cubist (cb) and quantile random forest (qrf) models. models were evaluated not only on the basis of classical error metrics (rmse, r2) but also on the ability to predict local uncertainty based on the prediction interval coverage probability (picp). the results revealed that cb performed marginally better than the qrf based on classical error metrics (r2, rmse) but produced the worst uncertainty with an overestimation of the local uncertainty. this suggested that the use of accuracy plots such as picp to evaluate models can identify accuracy problems not evident with classical error metrics. the analysis revealed that the distance to the nearest stream, which was part of topographic covariates, had strong predictive ability for all the soil properties along with the bioclimatic variables. the spatial distribution of the different classes of sfim showed a preponderance of low fertility levels with severe limitations for crop development. a limited number of high and average fertility level soils were found in the low elevation areas of southern benin, and policy could advocate for their sole use for agricultural purposes and promote sustainable management practices.","2022-03-01","2024-01-19 10:23:40","2024-01-19 10:23:40",NA,"e00444",NA,NA,"28",NA,"Geoderma Regional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digital soil mapping; Multiple soil classes; Random forest; Soil fertility index",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","joep","NO","341","345","8U96I7RH","journalArticle","2019","Chuvieco, Emilio; Mouillot, Florent; van der Werf, Guido R.; San Miguel, Jesús; Tanase, Mihai; Koutsias, Nikos; García, Mariano; Yebra, Marta; Padilla, Marc; Gitas, Ioannis; Heil, Angelika; Hawbaker, Todd J.; Giglio, Louis","historical background and current developments for mapping burned area from satellite earth observation","Remote Sensing of Environment",NA,"0034-4257","10.1016/j.rse.2019.02.013","https://www.sciencedirect.com/science/article/pii/S0034425719300689","fire has a diverse range of impacts on earth's physical and social systems. accurate and up to date information on areas affected by fire is critical to better understand drivers of fire activity, as well as its relevance for biogeochemical cycles, climate, air quality, and to aid fire management. mapping burned areas was traditionally done from field sketches. with the launch of the first earth observation satellites, remote sensing quickly became a more practical alternative to detect burned areas, as they provide timely regional and global coverage of fire occurrence. this review paper explores the physical basis to detect burned area from satellite observations, describes the historical trends of using satellite sensors to monitor burned areas, summarizes the most recent approaches to map burned areas and evaluates the existing burned area products (both at global and regional scales). finally, it identifies potential future opportunities to further improve burned area detection from earth observation satellites.","2019-05-01","2024-01-19 10:23:30","2024-01-19 10:23:30",NA,"45-64",NA,NA,"225",NA,"Remote Sensing of Environment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Burned area; Climate change; Fire; Fire impacts; Lidar; Radar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","joep","NO","289","293","XN5IIQ32","journalArticle","2019","Olbrich, Philipp","technological expectations and global politics: three waves of enthusiasm in nongovernmental remote sensing","Space Policy",NA,"0265-9646","10.1016/j.spacepol.2018.08.003","https://www.sciencedirect.com/science/article/pii/S0265964618300468","media, industry, and academia frequently depict the commercialization of satellite imagery as geospatial revolution with transformational effects on global politics. in doing so, they follow an understanding that isolates technology from politics. while this division is still prevalent in international relations, recent scholarship has promoted the intricate relationship of technology with politics as socio-material. adding to this literature, i draw on the sociology of expectations to propose an alternative reading of nongovernmental remote sensing. for this purpose, the notion of technopolitical barriers is introduced to trace controversies about technological expectations of satellite imagery. based on expert interviews and document analysis, i identify three waves of enthusiasm, which are characterized by particularly salient expectations and techno-political barriers. the first wave is fueled by an enthusiasm about the general benefits of visual transparency as opposed to cold war secrecy. the second wave turns toward nongovernmental imagery intelligence for human security. in the third wave, satellite imagery joins multiple data streams to support political and business decisions. taken together, the three-wave model distorts the linear understanding of a revolutionary development but reveals the political and controversial nature of the ongoing commercialization of satellite imagery. as a part of this, nongovernmental remote sensing has experienced a focus shift from visual transparency toward geospatial big data. moreover, the three-wave model highlights the persistence of expectations and techno-political barriers in the nongovernmental sector with important implications for policymaking and the global impact of commercial satellite imagery.","2019-02-01","2024-01-19 10:23:28","2024-01-19 10:23:28",NA,"107-116",NA,NA,"47",NA,"Space Policy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geospatial revolution; Global politics; Remote sensing; Sociology of expectations; Technology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","joep","NO","380","384","UC5FFTN9","journalArticle","2023","Shi, Manqing; Wang, Yutong; Lv, Hangquan; Jia, Wenxiao","climate gentrification along with parks’ cooling performance in one of china’s tropical industrial cities","Science of The Total Environment",NA,"0048-9697","10.1016/j.scitotenv.2023.164603","https://www.sciencedirect.com/science/article/pii/S0048969723032242","industrialization processes have promoted economic development at the cost of climate change and heat hazards. urban parks are effective nature-based cooling strategies, but may also bring about climate gentrification. our study explored climate gentrification along with park cooling performance based on land surface temperature retrieved from satellite images and housing prices in liuzhou, one of china’s tropical industrial cities. we found that urban parks were with average cooling distance of 166.17 ± 11.69 m, cooling intensity of 2.85 ± 0.28 °c, covering about five times park area. the cooling lapse was 3.97 ± 0.40 °c/km. the climate gentrification was related to different accessibility to park cooling area. residents in the urban center had better access to park cooling range than those outside the second ring road. housing prices went up near cooling range of urban parks. to abate climate gentrification, measures should be taken, such as improving parks’ cooling performance and building affordable houses. this study has significant implications for quality, efficiency and equity of park construction, and also provides suggestions for urban heat mitigation and sustainable urban development.","2023-09-20","2024-01-19 10:23:31","2024-01-19 10:23:31",NA,"164603",NA,NA,"892",NA,"Science of The Total Environment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accessibility; Climate gentrification; Housing value; Land surface temperature; Threshold value of efficiency; Urban parks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","joep","YES","546","550","GX7VHK9T","journalArticle","2022","Peng, Ya; Sengupta, Dhritiraj; Duan, Yuanqiang; Chen, Chunpeng; Tian, Bo","accurate mapping of chinese coastal aquaculture ponds using biophysical parameters based on sentinel-2 time series images","Marine Pollution Bulletin",NA,"0025-326X","10.1016/j.marpolbul.2022.113901","https://www.sciencedirect.com/science/article/pii/S0025326X22005835","aquaculture plays a crucial role in the global food security and nutrition supply, where china accounts for the largest market share. although there are some studies that focus on large-scale extraction of coastal aquaculture ponds from satellite images, they have often variable accuracies and encounter misclassification due to the similar geometric characteristics of various vivid water bodies. this paper proposes an efficient and novel method that integrates the spatial characteristics and three biophysical parameters (chlorophyll-a, trophic state index, and floating algae index) to map coastal aquaculture ponds at a national scale. these parameters are derived from bio-optical models based on the google earth engine (gee) cloud computing platform and time series of high-resolution sentinel-2 images. our proposed method effectively addresses the misclassification issue between the aquaculture ponds and rivers, lakes, reservoirs, and salt pans and achieves an overall accuracy of 91 % and a kappa coefficient of 0.83 in the chinese coastal zone. our results indicate that the total area of chinese coastal aquaculture ponds was 1,039,214 ha in 2019, mainly distributed in the shandong and guangdong provinces. the highest aquaculture intensity occurs within the 1 km coastal buffer zone, accounting for 22.4 % of the total area. furthermore, more than half of the chinese coastal aquaculture ponds are concentrated in the 0–5 km buffer zone. our method is of general applicability and thus is suitable for large-scale aquaculture ponds mapping projects. moreover, the biophysical parameters we employ can be considered as new indicators for the classification of various water bodies even with different aquaculture species.","2022-08-01","2024-01-19 10:23:41","2024-01-19 10:23:41",NA,"113901",NA,NA,"181",NA,"Marine Pollution Bulletin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aquaculture ponds; Chlorophyll-a; Google Earth Engine; Remote sensing; Time series",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
